"nutrient","nutrient_lab","country","site","year","hard_coral","macroalgae","turf_algae","bare_substrate","rubble","reef_type","reef_zone","depth","management_rules","grav_nc","sediment","nutrient_load","pop_count","herbivore-detritivore","herbivore-macroalgae","invertivore-mobile","omnivore","piscivore","planktivore"
"zinc.mg","Zinc","Madagascar","Antanambe_14",2015,48.5,13.5,8,0.5,0,"fringing","fore reef",9,"restriction",0.307747128723878,2.13369116576022,0.000619296462665888,3.35989816756043,0.525853231456978,0.0677010396117949,0.146253721213514,0.0973474985356361,0.113150131480842,0.049694377701234
"zinc.mg","Zinc","Madagascar","Antanambe_15",2015,45.5,0,44.5,0,0.5,"fringing","fore reef",4,"no-take",0.307747128723878,0,0,3.72533462028454,0.48765461193663,0.0379435441852066,0.109973738435059,0.0257685701303037,0.324042529446561,0.0146170058662394
"zinc.mg","Zinc","Madagascar","Antsa_09",2016,6,68.5,0.5,15.5,0,"barrier","fore reef",10,"open-access",0.930600641260254,1.18159785633588,0.00440478471223472,3.19597352183097,0.259176679252452,0.0939445000413744,0.265866836017264,0.174066908706675,0.00321946819052551,0.203725607791708
"zinc.mg","Zinc","Madagascar","Antsi_20",2015,60,3,21.5,0,0,"fringing","fore reef",8,"no-take",0.189002124866062,3.3077400657316,0.0213410688096841,4.03827728993596,0.590892651919642,0.0120987433501521,0.04723412105892,0.0541509456306456,0.0948783578595317,0.200745180181108
"zinc.mg","Zinc","Madagascar","Antsoa_07",2016,55,0.166666666666666,13.8333333333333,9.33333333333335,5.83333333333335,"fringing","fore reef",5.6,"no-take",0.119714362489963,1.2672329713443,0.00473740915839478,2.56842118686096,0.353463400161601,0.0129654227417983,0.0189421052373826,0.0374831601419174,0.0288687879470852,0.548277123770215
"zinc.mg","Zinc","Madagascar","Beangovo_04",2016,35.6666666666667,0,13.5,4.33333333333333,5,"fringing","fore reef",5.66666666666667,"no-take",0.0404781252051587,0.00152733064374875,0.000557710157162506,1.36533316501109,0.176833899062161,0.197113995561665,0.0409657217568532,0.0278137538249977,0.468541973963526,0.0887306558307979
"zinc.mg","Zinc","Madagascar","Beangovo_04",2020,41,0,16.5,10,15,"fringing","fore reef",7,"open-access",0.0404781252051587,0.00152733064374875,0.000557710157162506,1.36533316501109,0.263363543172279,0.00102773692815495,0.0447240595453473,0.00243708715478756,0.0211438630003218,0.667303710199109
"zinc.mg","Zinc","Madagascar","Imor_18",2015,48,3,21,0,0,"fringing","fore reef",8,"restriction",0.199842356410181,3.00247723654619,0.0133281636889953,3.52997919999518,0.34646743245494,0.0451941626974738,0.120942344964786,0.0419291754543688,0.338501251615121,0.106965632813311
"zinc.mg","Zinc","Madagascar","Imor_19",2015,44.5,5.5,35,0,0,"fringing","fore reef",7,"no-take",0.189002124866062,3.30774005418543,0.0213410688096841,4.03827727820512,0.540943573475266,0.27651019507342,0.0539937202881086,0.0109765514665184,0.0353160423947727,0.0822599173019144
"zinc.mg","Zinc","Madagascar","Madiro_17",2016,32.1666666666667,9.66666666666666,44.6666666666667,0.833333333333335,1.16666666666666,"fringing","fore reef",4.28333333333333,"restriction",-0.211399671224856,2.16028800477898,0.0120036761670675,2.86279632607602,0.440015969060478,0.0202173708598878,0.15348729678207,0.0539891883673734,0.0496014162129297,0.282688758717262
"zinc.mg","Zinc","Madagascar","Madiro_17",2020,28.5,10,32,1.5,1.5,"fringing","fore reef",2.85,"restriction",-0.211399671224856,2.16028800477898,0.0120036761670675,2.86279632607602,0.166614999974237,0.257804408725315,0.18575287399927,0.0231387621544678,0.0224172089746183,0.344271746172092
"zinc.mg","Zinc","Madagascar","Malo_03",2015,53,2.5,13.5,0,0,"fringing","fore reef",10,"no-take",0.3245112743743,2.91390712935041,0.00170213447254418,3.62699039784423,0.486785397581669,0.0417344686430748,0.21047174445465,0.0285288016761895,0.174269695021913,0.0582098926225047
"zinc.mg","Zinc","Madagascar","Mand_12",2015,40,8.5,9,0,0,"fringing","fore reef",8,"restriction",0.335473948225945,2.18627657905662,0.000795333085038263,3.50021051740527,0.685762936009756,0.0423779718495632,0.0518105567289322,0.0635024300588719,0.128712433548007,0.0278336718048696
"zinc.mg","Zinc","Madagascar","NT02",2016,56,13,17.5,0,0,"fringing","fore reef",6,"no-take",-0.0788594662145182,2.18258141289341,0.0294600769288348,2.30679950027447,0.214060849645427,0.148703147031306,0.216011161444664,0.0555523053724494,0.220636980321732,0.145035556184421
"zinc.mg","Zinc","Madagascar","NosyFisaka_02",2016,56.5,0,28.5,0.833333333333335,5.16666666666665,"patch","fore reef",4.33333333333333,"no-take",0.220426366796386,0.623684917376674,0.00173847098940988,2.53677443520652,0.383132715274598,0.0472556837231734,0.0371556914643242,0.0924599371889862,0.0402838826117754,0.399712089737143
"zinc.mg","Zinc","Madagascar","NosyFisaka_02",2016,56.5,0,28.5,0.833333333333335,5.16666666666665,"patch","fore reef",4.33333333333333,"no-take",0.18526273402698,0.00959790211971129,0.000823943134501998,0,0.383132715274598,0.0472556837231734,0.0371556914643242,0.0924599371889862,0.0402838826117754,0.399712089737143
"zinc.mg","Zinc","Madagascar","NosyKarabo_06",2016,58.8333333333333,0.333333333333333,19.5,0.666666666666665,3.16666666666667,"patch","fore reef",4.33333333333333,"restriction",0.119714362489963,1.2672329713443,0.00473740915839478,2.56842118686096,0.185030815629549,0.0341312435954093,0.0981501739621838,0.125724313006404,0.0186635504194017,0.538299903387053
"zinc.mg","Zinc","Madagascar","NosyKarabo_06",2020,68.5,0,8.5,2,9.5,"patch","fore reef",3,"restriction",0.119714362489963,1.2672329713443,0.00473740915839478,2.56842118686096,0.188150311384602,0.0304186841583136,0.0527214148519569,0.00102955481797174,0.0919208813036879,0.635759153483468
"zinc.mg","Zinc","Madagascar","NosyLava_01",2016,73,0,17,0,0.5,"fringing","fore reef",6,"no-take",0.285535706257928,1.14074096604255,0.00644849896509596,2.37890108928512,0.559979820569346,0.0212972537883211,0.0697385409607415,0.0100212210266116,0.0285521759414679,0.310410987713512
"zinc.mg","Zinc","Madagascar","Plateau_13",2016,2.5,10,6,0,0,"barrier","fore reef",14,"no-take",0.270817452263233,2.65620297671553,0.0107902967738949,3.58856544727349,0.155576796546862,0.0469007910994344,0.086787185145409,0.0961075018762728,0.393929032180157,0.220698693151865
"zinc.mg","Zinc","Madagascar","Ratapenjiky_12",2016,40.8333333333333,0.833333333333333,29.8333333333333,0.833333333333335,0.833333333333335,"fringing","fore reef",3.83333333333333,"restriction",0.144843728993588,0.859557132376662,0.00265323534959275,3.10396434771955,0.237615202726913,0.010312114843546,0.231538325186088,0.0284145445941777,0.407755029517312,0.0843647831319633
"zinc.mg","Zinc","Madagascar","Sal_N1_11",2016,29,23.5,1.5,2,0,"barrier","fore reef",9,"restriction",0.668429250779931,0.8766211659568,0.00635050026994822,3.35926704022102,0.192721533129747,0.00957561565356107,0.0452202529469635,0.221329603781403,0.0962195382616179,0.434933456226708
"zinc.mg","Zinc","Madagascar","Sal_N2_02",2016,38.5,10.5,0,6,0,"barrier","fore reef",10,"no-take",0.713792428217115,0.887046886265704,0.00408352168303751,2.7391960713993,0.349464740724969,0.0684448108477278,0.0770112204870079,0.27890745419901,0.102407735877588,0.123764037863696
"zinc.mg","Zinc","Madagascar","Sal_N2_05",2016,25.5,53,0,0,3,"barrier","fore reef",10,"restriction",0.48827383602803,0.46980111045249,0.00803607430368412,2.35393220666523,0.0142191298337495,0.106927629760259,0.185738584861349,0.546877669063891,0.0919691866852922,0.05426779979546
"zinc.mg","Zinc","Madagascar","Tandavandriva_North",2020,48,13,16,0,8,"lagoon","back reef",14.3,"open-access",0.270817452263233,2.65620297671553,0.0107902967738949,3.58856544727349,0.325405731884686,0.0103621236707068,0.0109165140349849,0.00217723409156066,0.0225822863955641,0.628556109922498
"zinc.mg","Zinc","Madagascar","Tsand_10",2016,8.5,43.5,0.5,2,0,"barrier","fore reef",10,"restriction",0.83596811425463,0.929466593304303,0.00347776567558497,3.33834642764376,0.298230754766714,0.0692301634987475,0.0811272456769946,0.18555648497391,0.062329283809275,0.303526067274359
"zinc.mg","Zinc","Madagascar","Tsarabanjina_08",2016,39.5,0.5,18.5,1.66666666666666,5.83333333333335,"patch","fore reef",5,"no-take",0.0613438918927525,0.00766159313796636,0.00176918162704265,1.75446515133166,0.192457539796593,0.0106316258118832,0.213460837686111,0.0766756222346286,0.115048883577615,0.391725490893169
"zinc.mg","Zinc","Madagascar","Tsarabanjina_08",2020,41.5,1.5,18.5,5,17.5,"patch","fore reef",5,"open-access",0.0613438918927525,0.00766159313796636,0.00176918162704265,1.75446515133166,0.1453556051634,0.0230663295673587,0.33302937142121,0.00429614650451553,0.0198974321785046,0.474355115165012
"zinc.mg","Zinc","Madagascar","Vohi_16",2015,39.5,20.5,20.5,0,0,"fringing","fore reef",8,"no-take",0.199842356410181,2.78450566175297,0.00927535776339822,3.9361961952502,0.630275491785783,0.257381551625139,0.0826305754400244,0.00466680540827012,0.0227425453858274,0.00230303035495534
"zinc.mg","Zinc","Solomon Islands","Chubikopi 4",2019,21.33,1.67,25.33,0.67,12.67,"barrier","fore reef",7.93,"restriction",-0.890040305117803,1.47124180834292,0,3.03561515274996,0.470791966364952,0.0195936588707683,0.0994608903604616,0.337384563872483,0.0207444646580042,0.0520244558733312
"zinc.mg","Zinc","Solomon Islands","Chubikopi 5",2019,49,1.33,17,0.67,5.67,"barrier","fore reef",7.67,"restriction",-0.890040305117803,1.47124182301672,0,3.03561516875399,0.273400973599817,0.0342205715184295,0.0489240625816344,0.00195344510898688,0.0158463656148905,0.625654581576242
"zinc.mg","Zinc","Solomon Islands","KOL01",2016,29.67,20,3,0,1.33,"fringing","fore reef",11,"restriction",-1.11250647997838,1.59899040030616,0,3.17296013828747,0.352773533906839,0.0700255071893286,0.214961389541526,0.00097989461064563,0.0668357101596521,0.294423964592009
"zinc.mg","Zinc","Solomon Islands","KOL02",2016,3,36.67,21.33,2.67,9.33,"fringing","fore reef",8,"restriction",-1.09312646527793,1.66445147402983,0,3.18705462794223,0.716647581305256,0.0111036617315474,0.127225574524063,0.0802192304861685,0.0406008908363004,0.0242030611166653
"zinc.mg","Zinc","Solomon Islands","KOL03",2016,16,6.33,16.67,1.67,30,"fringing","fore reef",8.43,"restriction",-1.07185516873645,1.72650580093019,0,2.67490389689889,0.636504201516986,0.0192055301047223,0.0845081540306348,0.0584517371966248,0.0249042939115747,0.176426083239458
"zinc.mg","Zinc","Solomon Islands","KOL04",2016,41.67,10,14,0.33,4.67,"fringing","fore reef",7.23,"restriction",-1.0830357263734,1.77942782672446,0,2.69424112426601,0.60771413737593,0.054692416710388,0.14103809281796,0.0646721371987096,0.0361439510923231,0.0957392648046887
"zinc.mg","Zinc","Solomon Islands","KOL05",2016,27.67,16.33,19,0.67,17.67,"fringing","fore reef",9.1,"restriction",-1.0830357263734,1.77942781950746,0,2.69424112250982,0.614390796679513,0.00674263385717827,0.0645103647603951,0.0637448669364284,0.0657502414602283,0.184861096306257
"zinc.mg","Zinc","Solomon Islands","KOL06",2016,44,11,12,1,7,"fringing","fore reef",7.67,"restriction",-1.09966564952249,0,0,2.85591418938216,0.524459066817034,0.0352409950854725,0.100135798774759,0.0567860900230648,0.0123662145546706,0.271011834744999
"zinc.mg","Zinc","Solomon Islands","KOL07",2016,40,20.67,7.33,1,0.67,"fringing","fore reef",7.6,"restriction",-1.03139098425051,1.76150825610416,0,2.20673029105554,0.529611702320739,0.0672440282868266,0.290366966846784,0.00166158401190084,0.0393464630130152,0.0717692555207336
"zinc.mg","Zinc","Solomon Islands","KOL08",2016,30,23.67,8.67,0,2.67,"fringing","fore reef",7.57,"restriction",-1.03139098425051,1.76150826362516,0,2.20673030184784,0.563242859662806,0.0328298733653781,0.0813931934252654,0.00273554455163951,0.0386885346827267,0.281109994312184
"zinc.mg","Zinc","Solomon Islands","KOL09",2016,33.67,21.33,15.67,0.33,0.33,"fringing","fore reef",6.73,"restriction",-1.03139098425051,1.76150826362516,0,2.20673029645169,0.515261619931591,0.0481230133301751,0.157848400845589,0.191281527212021,0.0371494740978095,0.0503359645828149
"zinc.mg","Zinc","Solomon Islands","KOL10",2016,22.67,4.33,17,3.33,27,"fringing","fore reef",7.67,"restriction",-1.14224547794056,0,0,3.09925067392501,0.561536472693154,0.0103270987817061,0.0791082317532046,0.00724171504222615,0.0474023301059308,0.294384151623779
"zinc.mg","Zinc","Solomon Islands","KOL11",2016,19,24.33,11.33,4.33,5,"fringing","fore reef",7,"restriction",-1.09722499070065,1.78952206434913,0,2.94723685756451,0.699779933086386,0.043264180290976,0.0651392751910461,0.0276816588746642,0.0384869382783036,0.125648014278624
"zinc.mg","Zinc","Solomon Islands","KOL12",2016,19.67,11.33,10,8,6.67,"fringing","fore reef",4.87,"restriction",-1.13399637445319,1.82158600957686,0,2.98364662001855,0.499393828116476,0.0121695096997839,0.0761645419715688,0.261264250717333,0.0396101900587119,0.111397679436127
"zinc.mg","Zinc","Solomon Islands","KOL13",2016,21,9.33,25.33,1.67,21,"fringing","fore reef",5.13,"restriction",-1.13399637445319,1.82158600957686,0,2.98364662092047,0.63607886387543,0.0152188883261787,0.0984179380646901,0.00417775327248319,0.0124613605051094,0.233645195956108
"zinc.mg","Zinc","Solomon Islands","KOL14",2016,26.67,6,6.67,7,23.33,"fringing","fore reef",2.73,"restriction",-1.1741715834498,0,0,2.5830936018722,0.651741452630343,0.00223248820544199,0.143534159966122,0.0384168276659593,0.00541508212909448,0.158659989403039
"zinc.mg","Zinc","Solomon Islands","KOL15",2016,13.33,1,50.33,0,6.67,"fringing","fore reef",5,"restriction",-1.19316907238652,0,0,2.67767955776887,0.723359534499098,0.00359000746343324,0.0980877415813823,0.0229565602749167,0.0472374480737293,0.10476870810744
"zinc.mg","Zinc","Solomon Islands","KOL16",2016,20.67,3.67,33,0,20.33,"fringing","fore reef",5,"restriction",-1.19860315092913,0,0,2.83553453410849,0.422819927282506,0.00116211809782946,0.0573589737825042,0.0196232311280604,0.0108335506316241,0.488202199077475
"zinc.mg","Zinc","Solomon Islands","KOL17",2016,21.67,20.33,10,2.33,6.67,"fringing","fore reef",5.3,"restriction",-1.21303574056427,0,0,3.08857116211021,0.490755592827993,0.0947846935430913,0.0780482969574374,0.0742795630277718,0.0166977714202163,0.245434082223491
"zinc.mg","Zinc","Solomon Islands","KOL18",2016,44.67,8.67,10.67,3.33,14.33,"fringing","fore reef",2.87,"restriction",-1.21608927778466,1.66352327109414,0,3.34885874463165,0.751983977079397,0.0217464251602774,0.0783369963750438,0.0709897705579321,0.0378608253625089,0.0390820054648407
"zinc.mg","Zinc","Solomon Islands","KOL20",2016,26.33,3.33,26.67,3.67,16.67,"fringing","fore reef",3.87,"restriction",-1.29423033804278,1.66953305333037,0,3.50391912714388,0.411364363125209,0.0411452419789624,0.108014656468984,0.0629374838908681,0.0618346677867289,0.314703586749248
"zinc.mg","Zinc","Solomon Islands","Kicha 1 PC",2019,50.67,10.67,10,5,9.67,"fringing","fore reef",7.77,"no-take",-0.726725497909684,0.665216706276208,0,2.284488065956,0.381600541673532,0.048419655092375,0.0885364171640177,0.10260722152845,0.0438869154646513,0.334949249076974
"zinc.mg","Zinc","Solomon Islands","Malemale 1",2019,41.33,6.67,1.67,10.33,7.33,"fringing","fore reef",9,"restriction",-0.743722542967329,1.03302156543205,0,2.68871853965878,0.282671843454492,0.0235827887286038,0.109888143201232,0.0147944074725483,0.0217293758544549,0.547333441288669
"zinc.mg","Zinc","Solomon Islands","Malemale 2",2019,34.33,28,2.33,6,5,"fringing","fore reef",9.67,"restriction",-0.743722542967329,1.30685265599215,0,3.12572826118965,0.217250079129496,0.00499218977592839,0.0619045529219318,0.0510395472485269,0.0257490401954043,0.639064590728713
"zinc.mg","Zinc","Solomon Islands","Mbulo 1",2019,52.67,13.67,0.33,2.33,4.33,"fringing","fore reef",9,"restriction",-0.743722542967329,1.03302156543205,0,2.68871853876944,0.38247331823255,0.255139157304338,0.17290886717067,0.0164468248572756,0.100789462895156,0.0722423695400106
"zinc.mg","Zinc","Solomon Islands","Mbulo 2",2019,63.33,19,0.33,2,1.67,"fringing","fore reef",9.33,"restriction",-0.743722542967329,1.03302156543205,0,2.68871854054811,0.399964831574925,0.0181869414657387,0.134295142570798,0.344548028194242,0.0889051022412563,0.0140999539530405
"zinc.mg","Zinc","Solomon Islands","Mbulo 4",2019,61,13,0,4.67,5.33,"fringing","fore reef",9,"restriction",-0.743722542967329,1.03302156543205,0,2.68871853699077,0.655599671517333,0.00468368257596662,0.0601738896589618,0.184441449552868,0.0724066303570648,0.0226946763378061
"zinc.mg","Zinc","Solomon Islands","P11",2019,40.33,12.33,20,0,12.67,"barrier","fore reef",7.93,"restriction",-1.18514667967006,1.41215508985241,0,3.13475448290468,0.398947218451457,0.00714311229895496,0.0224715983370039,0.0516527822051279,0.0119374782196208,0.507847810487835
"zinc.mg","Zinc","Solomon Islands","P12",2018,52.67,1.33,8.33,0,13.33,"barrier","fore reef",7.93,"restriction",-1.194356439403,1.66944220340374,0,3.34052331856808,0.1753879127412,0.00301117606230065,0.0310512063508507,0.284317517411659,0.203582935971901,0.302649251462089
"zinc.mg","Zinc","Solomon Islands","P12",2018,52.67,1.33,8.33,0,13.33,"barrier","fore reef",7.93,"restriction",-1.194356439403,1.66944220340374,0,3.34052331599055,0.1753879127412,0.00301117606230065,0.0310512063508507,0.284317517411659,0.203582935971901,0.302649251462089
"zinc.mg","Zinc","Solomon Islands","P12",2019,42,4.67,10,0,14.67,"barrier","fore reef",8.3,"restriction",-1.194356439403,1.66944220340374,0,3.34052331856808,0.18129942226665,0.00394020532438433,0.0495285031601541,0.00484796562987281,0.0272399763525053,0.733143927266433
"zinc.mg","Zinc","Solomon Islands","P12",2019,42,4.67,10,0,14.67,"barrier","fore reef",8.3,"restriction",-1.194356439403,1.66944220340374,0,3.34052331599055,0.18129942226665,0.00394020532438433,0.0495285031601541,0.00484796562987281,0.0272399763525053,0.733143927266433
"zinc.mg","Zinc","Solomon Islands","P13",2019,38.33,6.33,6.67,0,3.67,"barrier","fore reef",8.73,"restriction",-1.1795817758913,1.18051908643763,0,2.97940714093651,0.219100227002009,0.00200770227206394,0.0391235558136941,0.0529405273545338,0.0205044713609562,0.666323516196743
"zinc.mg","Zinc","Solomon Islands","P15",2019,46.33,6.33,15,0,1,"barrier","fore reef",9.13,"restriction",-1.19291844427156,0.770718316696318,0,2.95671765100887,0.650943908959399,0.00385092955920179,0.0870736312065684,0.1134350860745,0.0345916667235044,0.110104777476826
"zinc.mg","Zinc","Solomon Islands","P17",2019,56,4.67,11,0,1,"barrier","fore reef",8.37,"restriction",-1.20265627383764,1.03470492261505,0,3.13443051015103,0.48780676377989,0.179817672532167,0.0970609055032603,0.101659575602886,0.0873066185337279,0.0463484640480687
"zinc.mg","Zinc","Solomon Islands","P4",2018,26,1,14.33,0.33,10.67,"barrier","fore reef",9.77,"restriction",-1.1795817758913,1.18051908643763,0,2.97940711862273,0.456013495297655,0.00120212851872041,0.0567392552861807,0.0171946049416239,0.0200460527900906,0.448804463165729
"zinc.mg","Zinc","Solomon Islands","P4",2018,26,1,14.33,0.33,10.67,"barrier","fore reef",9.77,"restriction",-1.1795817758913,1.18051908643763,0,2.97940713228423,0.456013495297655,0.00120212851872041,0.0567392552861807,0.0171946049416239,0.0200460527900906,0.448804463165729
"zinc.mg","Zinc","Solomon Islands","P4",2019,33.67,2,14.67,0,5.67,"barrier","fore reef",7.9,"restriction",-1.1795817758913,1.18051908643763,0,2.97940711862273,0.560500927304066,0.010011781903707,0.105957253502753,0.0828888619759386,0.0375497225572469,0.203091452756289
"zinc.mg","Zinc","Solomon Islands","P4",2019,33.67,2,14.67,0,5.67,"barrier","fore reef",7.9,"restriction",-1.1795817758913,1.18051908643763,0,2.97940713228423,0.560500927304066,0.010011781903707,0.105957253502753,0.0828888619759386,0.0375497225572469,0.203091452756289
"zinc.mg","Zinc","Solomon Islands","P6",2019,59.33,0.33,16.33,0,7.67,"barrier","fore reef",8.53,"restriction",-1.1795817758913,1.18051908643763,0,2.97940713911498,0.528166748853877,0.0743064071554845,0.103362682387109,0.0371911375975899,0.058006440195914,0.198966583810026
"zinc.mg","Zinc","Solomon Islands","P7",2018,40,0.33,18,0,10,"barrier","fore reef",7.8,"restriction",-1.1795817758913,1.18051908643763,0,2.97940713365038,0.59873709146331,0.0313096633387524,0.181676983066459,0.0915392876215779,0.0895628495347081,0.00717412497519299
"zinc.mg","Zinc","Solomon Islands","P7",2018,40,0.33,18,0,10,"barrier","fore reef",7.8,"restriction",-1.1795817758913,1.18051908643763,0,2.97940713911498,0.59873709146331,0.0313096633387524,0.181676983066459,0.0915392876215779,0.0895628495347081,0.00717412497519299
"zinc.mg","Zinc","Solomon Islands","P7",2019,32,2,8,0,22,"barrier","fore reef",8.33,"restriction",-1.1795817758913,1.18051908643763,0,2.97940713365038,0.142997183450234,0.00130623987177807,0.0496790651816372,0.00586681489948275,0.0318951439447832,0.768255552652085
"zinc.mg","Zinc","Solomon Islands","P7",2019,32,2,8,0,22,"barrier","fore reef",8.33,"restriction",-1.1795817758913,1.18051908643763,0,2.97940713911498,0.142997183450234,0.00130623987177807,0.0496790651816372,0.00586681489948275,0.0318951439447832,0.768255552652085
"zinc.mg","Zinc","Solomon Islands","Peava 1",2019,53.67,7.33,3.67,0.33,1,"fringing","fore reef",10,"restriction",-0.743722542967329,1.30685265599215,0,3.12572825468706,0.248353770728541,0.00374451877159344,0.0744602877008298,0.326874101153197,0.21077197742537,0.13579534422047
"zinc.mg","Zinc","Solomon Islands","Peava 2",2019,20.33,19,0.67,3.33,22,"fringing","fore reef",9.33,"restriction",-0.743722542967329,1.30685265599215,0,3.12572826314042,0.292240229856822,0.0254465314231695,0.181662401028874,0.385467307632373,0.0675232107479356,0.0476603193108262
"zinc.mg","Zinc","Solomon Islands","V1",2018,41.67,5,16,0.67,1.67,"fringing","fore reef",9,"restriction",-1.16682737961569,1.68841789081189,0,3.31825680972344,0.325687477114097,0.114022306254397,0.0665875174712621,0.018973965209287,0.0586540338455177,0.41607470010544
"zinc.mg","Zinc","Solomon Islands","V10",2018,39,1.67,40,0,3,"fringing","fore reef",7.7,"restriction",-1.20376574286888,0,0,3.32343388378749,0.514989122502514,0.0173073170354085,0.300034695703689,0.0852928479134105,0.0691499719925668,0.0132260448524109
"zinc.mg","Zinc","Solomon Islands","V2A",2018,53,3.33,10,0,0.33,"fringing","fore reef",7.5,"restriction",-1.16682737961569,1.68841788191237,0,3.31825680241886,0.55219078514141,0.017660406125675,0.0992618021499319,0.147872082901951,0.0284816517056928,0.15453327197534
"zinc.mg","Zinc","Solomon Islands","V4",2018,53.33,6.67,9.67,0,2.67,"fringing","fore reef",8.37,"restriction",-1.16682737961569,1.68841788191237,0,3.31825680784512,0.508218923823402,0.011542923716201,0.183999854058227,0.15766506870784,0.0104703531012529,0.128102876593077
"zinc.mg","Zinc","Solomon Islands","V5",2018,44.33,4,14.33,0,2,"fringing","fore reef",8.63,"restriction",-1.16682737961569,1.68841788191237,0,3.31825680304496,0.57481487962458,0.0114946618729659,0.0945601883138942,0.01095473891439,0.0289446775077603,0.279230853766409
"zinc.mg","Zinc","Solomon Islands","V6",2018,48,2.33,13.33,0,8,"fringing","fore reef",9.8,"restriction",-1.16682737961569,1.68841789081189,0,3.31825681034955,0.399188006251459,0.0126893153665109,0.113991046040289,0.0156261611647597,0.045404175640272,0.41310129553671
"zinc.mg","Zinc","Solomon Islands","V7",2018,19.33,3.67,32.33,1,8.33,"fringing","fore reef",8.83,"restriction",-1.16682737961569,1.68841787301286,0,3.31825679365335,0.527305375871072,0.00831285158526465,0.150738464879407,0.12959257599281,0.0890004827268756,0.0950502489445711
"zinc.mg","Zinc","Solomon Islands","V8",2018,34,2.67,29.67,2,17.33,"fringing","fore reef",8,"restriction",-1.16682737961569,1.68841787301286,0,3.31825679490557,0.30232054330874,0.00626081802707655,0.191480863094944,0.166407969314206,0.0149299892478629,0.318599817007171
"zinc.mg","Zinc","Solomon Islands","Zaira 3",2019,38.33,21,8.67,0,0.33,"fringing","fore reef",9.17,"restriction",-0.848048211292734,1.63789928417728,0,2.76753894822427,0.458763313429219,0.0226367004210491,0.168512960543558,0.00887549337843386,0.10404390014158,0.23716763208616
"zinc.mg","Zinc","Solomon Islands","Zaira 4",2019,28,18.33,18.67,0,0,"fringing","fore reef",8.53,"restriction",-0.890715131389095,1.47996218818671,0,2.62843645561605,0.524048965380216,0.0772143344307863,0.12526916359956,0.0561199485582371,0.0803623479098063,0.136985240121395
"zinc.mg","Zinc","Solomon Islands","Zaira F 1",2019,39,11,11.67,0.33,1,"barrier","fore reef",10.33,"restriction",-0.848048211292734,1.63789926418257,0,2.76753892819758,0.0940562751676315,0.0869928738950181,0.0536436689666842,0.0898383964518372,0.0482863558662034,0.627182429652626
"zinc.mg","Zinc","Solomon Islands","Zaira F 2",2019,30.33,6,10.33,0,4.67,"barrier","fore reef",11,"restriction",-0.848048211292734,1.63789925418522,0,2.76753892003856,0.439648710299062,0.0523934885717365,0.0524516878355195,0.0224136547362253,0.0702124638538095,0.362879994703647
"zinc.mg","Zinc","Solomon Islands","Zaira F 3",2019,28.67,4.67,14.67,0,7.67,"barrier","fore reef",9,"restriction",-0.848048211292734,1.25786293093302,0,2.04830041729616,0.0379565607021155,0.0260898928038132,0.109260834227062,0.0555670602535714,0.0867053212316121,0.684420330781826
