"nutrient","nutrient_lab","country","site","year","reef_type","reef_zone","management_rules","hard_coral","macroalgae","turf_algae","bare_substrate","depth","grav_nc","sediment","nutrient_load","pop_count","browser","cropper/grazer","invertivore-mobile","piscivore","planktivore","scraper-excavator"
"zinc.mg","Zinc","Fiji","NAO6",2019,"fringing","fore reef","time restriction",1.03183271179799,-0.796211628174481,-0.18288554205568,-0.241118125243442,0.13368895207211,0.957044573110886,0.304136725262179,-0.392071410397616,1.14915199989871,0.0500783453759024,0.191751464923035,0.132281335583438,0.0216652094425194,0.0384323473062344,0.565791297368871
"zinc.mg","Zinc","Fiji","NAO7",2019,"fringing","fore reef","time restriction",0.928663366842152,-0.80883952426394,-1.00322823737547,-0.355326684383386,0.15128845487248,0.957044573110886,0.304136740447803,-0.392071410397616,1.14915201548068,0.0675356048034878,0.0404812250240648,0.174135073061593,0.0247778046469462,0.367799239560851,0.325271052903057
"zinc.mg","Zinc","Fiji","NAOBF2",2019,"fringing","fore reef","time restriction",-0.147245516268737,-0.152931745029124,0.920972265304563,-0.393015508899568,-0.404855833619218,0.715286505013305,0.528942053814842,-0.359628297764505,1.12699980979722,0.0109548112066117,0.110159600362536,0.250670501120372,0.0143851583363279,0.11506204312008,0.498767885854072
"zinc.mg","Zinc","Fiji","NAOBF3",2019,"fringing","fore reef","access restriction",-0.383061161882083,-0.474571686601803,-0.767452783376197,-0.298222404813414,-0.92932101707025,0.733130845227393,-0.0415915694310177,-0.441769393168265,-1.04960337925921,0.00810808817521746,0.0851724230409499,0.31395933617022,0,0.273850864427837,0.318909288185776
"zinc.mg","Zinc","Fiji","NAOBF4",2019,"fringing","fore reef","access restriction",0.864993142526549,0.0327726092276186,-0.686587648326859,-0.431846419007148,0.15128845487248,0.733130845227393,-0.0415916006987709,-0.441769393168265,-1.0496034035183,0.0763204972551004,0.0821030675069711,0.131085175780276,0.0411878627326889,0.507701852282704,0.16160154444226
"zinc.mg","Zinc","Fiji","NAOBT1",2019,"fringing","fore reef","time restriction",-0.216221592610641,0.23110485957382,-0.978871268987118,0.0249878175526274,-0.887082210349362,0.715286641523036,0.528942091793244,-0.359628297764505,1.12699985012842,0.0337024419000555,0.121863364180861,0.18517374541889,0,0.254741491763884,0.40451895673631
"zinc.mg","Zinc","Fiji","NAOBT2",2019,"fringing","back reef","time restriction",0.540746629808199,0.503718851622718,-0.962308530483036,-0.221702670189652,0.0351317363900368,0.715286641523036,0.528942082298643,-0.359628297764505,1.12699983628018,0.041851898294571,0.13483398554384,0.290601471974055,0.0173850208451913,0.0328975591464893,0.482430064195854
"zinc.mg","Zinc","Fiji","NAOBT3",2019,"fringing","back reef","time restriction",0.029616217941272,-0.127675952850207,-0.816166720152907,-0.298222404813414,-0.739246386826252,0.715286641523036,0.528942082298643,-0.359628297764505,1.12699984184803,0,0.0775459885246011,0.227114976384418,0.0136062128265434,0.0304509866009121,0.651281835663525
"zinc.mg","Zinc","Fiji","NP1",2019,"fringing","fore reef","time restriction",0.147524040747945,-0.52434045354261,0.173700475149835,-0.203429300727261,0.29912427839559,0.00850343896842351,0.473444048398438,-0.499723452225195,0.0587594694551899,0.109348926953178,0.182721713830184,0.152294157576561,0.0289793479953788,0.0382801411330094,0.488375712511689
"zinc.mg","Zinc","Fiji","NTRFN1",2019,"fringing","fore reef","access restriction",1.70980269293636,-0.164816823701556,-1.22244095287067,-0.46953524352333,-0.366136927458404,0.747744450948238,1.65096573641276,3.75580792435437,0.608741624937299,0,0.0398244364529244,0.0750486956137257,0.0150884510026493,0.199321653739695,0.670716763191006
"zinc.mg","Zinc","Fiji","NTRFN7",2019,"fringing","fore reef","access restriction",-0.255131174136843,0.0327726092276186,-1.22244095287067,2.59468039820137,-0.510452850421439,0.747744450948238,1.65096570726104,3.75580792435437,0.608741599237441,0,0.0482674679588414,0.0851860748192616,0.00426347184881886,0.00497000739266675,0.857312977980412
"zinc.mg","Zinc","Fiji","NTRFT4",2019,"fringing","fore reef","time restriction",0.727040989842741,0.392296239068673,-1.22244095287067,-0.412430963953358,-0.369656828018478,0.777355219850563,1.70878957050825,4.92791101230091,0.3970526535788,0,0.0599611386857241,0.0675002145041671,0.00488977103534001,0.0779185763798339,0.789730299394935
