"nut_turnover","biomass_kgha","nutrient","nutrient_lab","country","site","year","reef_type","reef_zone","management_rules","hard_coral","macroalgae","turf_algae","bare_substrate","depth","grav_nc","sediment","nutrient_load","pop_count"
0.0178546706783606,2333.05333333333,"iron.mg","Iron","Fiji","Yac13",2017,"fringing","fore reef","access restriction",-0.539866983904714,-0.325645609153394,-0.182682132425332,2.64883530006216,1.31139545056785,-2.93890535217411,-0.888586901996543,-0.503823601034509,-0.375257324892176
0.0252969676168838,1587.19666666667,"iron.mg","Iron","Fiji","Yac15",2017,"fringing","fore reef","access restriction",-0.205970087786102,0.515030463395094,1.01726745010925,-0.469013015307544,0.959796886235375,-2.93890535217411,-0.888586901996543,-0.503823601034509,-0.375257319950753
0.0266113764794136,1642.925,"iron.mg","Iron","Fiji","Yac16",2017,"fringing","fore reef","access restriction",0.107904772233686,-0.201733072422946,1.43866093691986,-0.50665992142068,0.748837747635887,-2.93890535217411,-0.880228113420599,-0.503823601034509,-0.375257324892176
0.0610168377798854,172.28,"iron.mg","Iron","Fiji","Yac17",2017,"lagoon","fore reef","time restriction",-1.5015136000629,-0.845039475688207,0.206595915436658,-0.469013015307544,-2.0287909105907,-2.93890535217411,-0.880228113420599,-0.503823601034509,-0.375257327362888
0.0425668852585597,1136.255,"iron.mg","Iron","Fiji","Yac18",2017,"lagoon","fore reef","time restriction",-0.500411795121739,-0.572728691376384,0.725308914212759,-0.354931481631375,-1.71235220269147,-2.93890535217411,-0.880228113420599,-0.503823601034509,-0.375257352070008
0.0160473910635773,2393.28166666667,"iron.mg","Iron","Fiji","Yac19",2017,"fringing","fore reef","access restriction",-0.716532008306096,-0.474043856734769,0.0119568915056632,1.92669919189201,0.724225848132613,-2.93890535217411,-0.983913970625343,-0.503823601034509,-0.391871453822836
0.0431870665751745,679.728333333333,"iron.mg","Iron","Fiji","Yac20",2017,"fringing","fore reef","access restriction",0.206248302483789,-0.869525186539133,-0.60504881435559,-0.0891215081659006,1.13559616840161,-2.93890535217411,-0.880228113420599,-0.503823601034509,-0.375257310067905
0.0311509630341542,1857.695,"iron.mg","Iron","Fiji","Yac21",2017,"fringing","fore reef","time restriction",-0.205970087786102,-0.721126938957759,-0.897007350252083,4.01781370417619,1.10043631196837,-2.93890535217411,-0.880228113420599,-0.503823601034509,-0.375257327362888
0.0133132070930104,182.54,"iron.mg","Iron","Madagascar","Ambarinidada_11",2016,"fringing","fore reef","gear restriction",0.677355034220807,-0.548242980525457,2.37974061762622,-0.583094548983714,-1.32559378192574,0.450598979553699,0.731814434141661,0.463155819576341,0.456968702929982
0.0150370217410491,245.22,"iron.mg","Iron","Madagascar","Ambato_04",2015,"fringing","fore reef","no-take",0.176804131750225,0.527644314439511,-0.0532471815112201,-0.583094548983714,1.13559616840161,0.575930265795258,1.86202614665219,-0.286574942479579,0.982806041194963
0.0205289638820635,302.75,"iron.mg","Iron","Madagascar","Ambato_05",2015,"fringing","fore reef","gear restriction",1.4134593025599,-0.770840351897519,-0.880463033217948,-0.583094548983714,1.48719473273409,0.575930265795258,1.8620261449032,-0.286574942479579,0.982806039995692
0.0134198849826391,350.19,"iron.mg","Iron","Madagascar","Ambatofisaka_19",2016,"patch","fore reef","gear restriction",-1.35429274639508,-0.523509939261894,1.50386500993674,2.99146017286959,-1.04431493045976,-0.0808667272977098,0.385882406338775,0.113380916052702,-1.18253756638021
0.0202514354499342,1058.995,"iron.mg","Iron","Madagascar","Ambatofisaka_19",2020,"patch","fore reef","gear restriction",-1.35429274639508,-0.523509939261894,1.50386500993674,2.99146017286959,-1.04431493045976,-0.0808667272977098,0.385882406338775,0.113380916052702,-1.18253756638021
0.0139057643324381,2664.05,"iron.mg","Iron","Madagascar","Ambatomilay_18",2016,"patch","fore reef","no-take",-0.205970087786102,0.379246066858136,2.00668248842514,-0.488026604253573,-0.411437514661296,-0.0808667272977098,0.385882406338775,0.113380916052702,-1.18253756638021
0.0298383513671396,1604.98,"iron.mg","Iron","Madagascar","Ambatomilay_18",2020,"patch","fore reef","no-take",-0.205970087786102,0.379246066858136,2.00668248842514,-0.488026604253573,-0.411437514661296,-0.0808667272977098,0.385882406338775,0.113380916052702,-1.18253756638021
0.0155521408987289,278.29,"iron.mg","Iron","Madagascar","Amparimilay_10",2016,"fringing","fore reef","gear restriction",1.57049487980557,-0.659541666211488,1.35788574198849,-0.583094548983714,-0.973995217593263,0.455354430080735,-0.288077085197602,-0.236463726994639,0.554491433373026
0.031637102290489,264.9,"iron.mg","Iron","Madagascar","Amparimilay_10",2020,"fringing","fore reef","gear restriction",1.57049487980557,-0.659541666211488,1.35788574198849,-0.583094548983714,-0.973995217593263,0.455354430080735,-0.288077085197602,-0.236463726994639,0.554491433373026
0.0081281948708352,177.93,"iron.mg","Iron","Madagascar","Andra_06",2016,"barrier","fore reef","no-take",-1.67817862446428,-0.436944294839426,-0.880463033217948,-0.526053782145629,1.13559616840161,0.655268047123788,-0.86420815791758,0.805811254531738,-0.255151129835406
0.0114823662285801,1078.48,"iron.mg","Iron","Madagascar","Andravona_08",2016,"barrier","fore reef","gear restriction",-0.35319094145392,-0.399844732944082,-0.734483765269702,-0.583094548983714,1.13559616840161,0.655268047123788,-0.86420815791758,0.805811254531738,-0.255151167044452
0.0133255136591633,1140,"iron.mg","Iron","Madagascar","Andravona_12",2016,"barrier","fore reef","gear restriction",0.265136643950916,-0.696641228106832,-0.977782545183445,-0.583094548983714,1.13559616840161,0.558840563305808,-0.849719577748047,1.05066838425084,-0.185764223814565
0.0245665375263877,49.74,"iron.mg","Iron","Madagascar","Andre_07",2016,"barrier","fore reef","no-take",-1.11873938052658,-0.548242980525457,-0.637164253304205,-0.583094548983714,1.13559616840161,0.558840563305808,-0.849719747045591,1.05066838425084,-0.185764238027531
0.0102493186578222,1004.94,"iron.mg","Iron","Madagascar","Anir_23",2015,"fringing","pinnacle","no-take",0.94235257082288,0.638943000125543,0.530669890281764,-0.583094548983714,-1.32559378192574,0.426442555759731,2.5952409904227,3.04437338341299,1.45244246974148
0.00469183562815629,341.79,"iron.mg","Iron","Madagascar","Anir_24",2015,"fringing","pinnacle","gear restriction",-0.147081746318975,3.53270882796235,-1.02644230116619,-0.583094548983714,-1.32559378192574,0.426442555759731,2.59524100627457,3.04437338341299,1.45244248378247
0.0186665632406991,303.71,"iron.mg","Iron","Madagascar","Anka_01",2016,"barrier","fore reef","gear restriction",-0.382635112187484,-0.436944294839426,-1.07510205714894,-0.583094548983714,0.783997604069135,0.896825897941013,-0.381023741076183,0.306710282775994,0.721813351176102
0.0216438424167222,830.56,"iron.mg","Iron","Madagascar","Ankarea_03",2016,"fringing","fore reef","no-take",1.72753045705124,-0.659541666211488,0.190051598402523,-0.430985837415488,-0.505197131816623,0.478812945662351,-0.659506305719977,-0.281937201059635,-0.0800014507909846
0.0216438424167222,830.56,"iron.mg","Iron","Madagascar","Ankarea_03",2016,"fringing","fore reef","open-access",0.706799204954371,-0.214346923467363,0.968607694126503,-0.126768414279037,-0.973995217593263,0.478812945662351,-0.659506305719977,-0.281937201059635,-0.0800014507909846
0.0291709137457325,457.495,"iron.mg","Iron","Madagascar","Ankarea_03",2020,"fringing","fore reef","no-take",1.72753045705124,-0.659541666211488,0.190051598402523,-0.430985837415488,-0.505197131816623,0.478812945662351,-0.659506305719977,-0.281937201059635,-0.0800014507909846
0.0291709137457325,457.495,"iron.mg","Iron","Madagascar","Ankarea_03",2020,"fringing","fore reef","open-access",0.706799204954371,-0.214346923467363,0.968607694126503,-0.126768414279037,-0.973995217593263,0.478812945662351,-0.659506305719977,-0.281937201059635,-0.0800014507909846
0.0143750488259931,1132.13,"iron.mg","Iron","Madagascar","Ankaso_15",2016,"fringing","fore reef","no-take",0.137545237438807,-0.845039475688207,0.563109727603596,-0.202822770063149,0.0339206668265119,0.0677741000157028,0.216671091843336,0.267420480300826,-0.27509508153195
0.032082891716744,545.685,"iron.mg","Iron","Madagascar","Ankaso_15",2020,"fringing","fore reef","no-take",0.137545237438807,-0.845039475688207,0.563109727603596,-0.202822770063149,0.0339206668265119,0.0677741000157028,0.216671091843336,0.267420480300826,-0.27509508153195
0.0173224598943949,907.74,"iron.mg","Iron","Madagascar","Ankivonjy_14",2016,"fringing","fore reef","no-take",2.28696970098895,-0.869772516951769,-0.491184985355958,-0.545067371091657,0.854317316935631,0.052577111549715,-1.34618279552997,-0.503823601034509,0.10586382786738
0.0320318273667179,338.415,"iron.mg","Iron","Madagascar","Ankivonjy_14",2020,"fringing","fore reef","no-take",2.28696970098895,-0.869772516951769,-0.491184985355958,-0.545067371091657,0.854317316935631,0.052577111549715,-1.34618279552997,-0.503823601034509,0.10586382786738
0.0127042322049237,187.63,"iron.mg","Iron","Madagascar","Anta_08",2015,"fringing","fore reef","no-take",1.32512679035921,-0.288546047258051,0.0440723304542773,-0.583094548983714,0.783997604069135,-0.645322862819802,-0.079099434341876,-0.497560326411662,-0.4657006028127
0.0103555086738199,129.59,"iron.mg","Iron","Madagascar","Anta_09",2015,"fringing","fore reef","gear restriction",0.382913326885171,-0.399844732944082,-0.977782545183445,-0.583094548983714,0.783997604069135,0.595558948313585,1.35178919483952,-0.370120709750372,0.827848005478131
0.0192768449060759,200.13,"iron.mg","Iron","Madagascar","Antanambe_13",2015,"fringing","fore reef","gear restriction",0.500690009819425,-0.88213903758355,0.092732086437026,-0.583094548983714,1.48719473273409,0.586159083120824,1.06090561241674,-0.402312792919181,0.859213458461863
0.0127184448805111,655.71,"iron.mg","Iron","Madagascar","Antanambe_14",2015,"fringing","fore reef","gear restriction",1.11901759522426,0.0824495716953866,-0.44252522937321,-0.526053782145629,0.783997604069135,0.560288335204428,1.00300911086648,-0.424780888527265,0.722428607821665
0.0101662711207277,1265.99,"iron.mg","Iron","Madagascar","Antanambe_15",2015,"fringing","fore reef","no-take",0.94235257082288,-0.919238599478894,3.10963695736745,-0.583094548983714,-0.973995217593263,0.560288335204428,-1.34618279552997,-0.503823601034509,1.07867783470394
0.0134216951422356,214.38,"iron.mg","Iron","Madagascar","Antsa_09",2016,"barrier","fore reef","open-access",-1.38373691712865,4.1634013801832,-1.17242156911444,1.18516922299691,1.13559616840161,1.14144717350786,-0.0452447004281699,0.0583726210571162,0.562625096505945
0.0168106875673822,677.27,"iron.mg","Iron","Madagascar","Antsi_20",2015,"fringing","fore reef","no-take",1.79623352209623,-0.696641228106832,0.871288182161005,-0.583094548983714,0.432399039736655,0.449492285880848,2.29563581232436,2.22000265700634,1.38375299425831
0.0163841522215363,5.46,"iron.mg","Iron","Madagascar","Antsi_22",2015,"fringing","fore reef","gear restriction",1.53123598549415,-0.140147799676676,0.287371110368021,-0.583094548983714,0.432399039736655,0.449492285880848,2.2956357901955,2.22000265700634,1.38375297456527
0.0197802347595151,1755.03,"iron.mg","Iron","Madagascar","Antsoa_07",2016,"fringing","fore reef","no-take",1.50179181476059,-0.906872078847113,0.12517192375886,0.481666431993868,-0.411437514661296,0.38484274199827,0.0490394782333819,0.10082650228475,-0.0491503092990541
