"nutrient","nutrient_lab","country","management","reef_type","reef_zone","management_rules","hard_coral","macroalgae","turf_algae","bare_substrate","rubble","depth","grav_nc","sediment","nutrient_load","pop_count","herbivore_detritivore","invertivore_mobile","omnivore","other","piscivore","planktivore"
"calcium.mg","Calcium","Belize","Conservation zone","atoll","fore reef","no-take",-0.496862519586767,1.31011633656879,0.664350030547655,-0.512471485892483,-0.635148241920038,1.81346534766343,-0.238754458026624,-0.451452332534111,-0.678920571440132,-0.44120718806963,0.46485019961071,0.0825567850077433,0,0.301470627297873,0.132704438224467,0.0184179498592074
"calcium.mg","Calcium","Belize","Conservation zone","patch","back reef","no-take",-1.02104278550494,0.808128938800269,0.226621819067365,-0.559608621594862,-0.825785743746209,-1.85155299839507,-0.238754458026624,-0.451452332534111,-0.678920571440132,-0.44120718806963,0.46485019961071,0.0825567850077433,0,0.301470627297873,0.132704438224467,0.0184179498592074
"calcium.mg","Calcium","Belize","General use zone","atoll","fore reef","restriction",-0.838102811298899,0.997404752785525,1.75361263104922,-0.384417440424662,-0.373124998377327,1.02144739731554,-0.251289888342197,-0.451452332534111,-0.678747679662003,-0.442377079236729,0.407880707750935,0.0638501987748212,0,0.337031809107028,0.17283896261119,0.0183983217560253
"calcium.mg","Calcium","Belize","General use zone","patch","back reef","restriction",-1.09597261331553,0.445722434708716,0.578708549455987,-0.557511184643234,-0.819173169776677,-2.08168765050793,-0.251289888342197,-0.451452332534111,-0.678747679662003,-0.442377079236729,0.407880707750935,0.0638501987748212,0,0.337031809107028,0.17283896261119,0.0183983217560253
"calcium.mg","Calcium","Belize","Wilderness zone","atoll","fore reef","no-take",-0.984879350902251,1.62706458406497,-0.571478054964878,-0.561264492872463,-0.839311463229343,1.7375554852748,-0.110377499112536,-0.451452332534111,-0.672737109897727,-0.44319173845438,0.520843608117208,0.071567538446152,0,0.272750184429806,0.134838669006834,0
"calcium.mg","Calcium","Belize","Wildnerness zone","atoll","fore reef","no-take",-0.671311289022363,0.929961646652847,0.467937633239078,-0.535432900941886,-0.714123415124337,1.08638415088363,-0.109135426139668,-0.451452332534111,-0.671069478381074,-0.442586981710568,0.566897351193103,0.0717599682872049,0,0.145893352677075,0.214306520425737,0.00114280741688025
"calcium.mg","Calcium","Fiji","Adavaci_LMMA","fringing","fore reef","restriction",-1.31846239545532,-0.382488068954537,0.334280164084791,-0.296325088456282,2.4068612127228,-0.805800696142224,-0.697719086137132,-0.405491587238386,-0.635162178490593,-0.363523982254306,0.244866394929328,0.210285064819967,0.26657547596762,0.0191095282544332,0.0604035434010057,0.198759992627646
"calcium.mg","Calcium","Fiji","Adavaci_LMMA","patch","fore reef","restriction",-1.45978030342053,-0.909437431301875,-0.874129831008763,-0.561264492872463,1.47538999765097,0.420782426810666,-0.697719086137132,-0.405491587238386,-0.635162178490593,-0.363523982254306,0.244866394929328,0.210285064819967,0.26657547596762,0.0191095282544332,0.0604035434010057,0.198759992627646
"calcium.mg","Calcium","Fiji","Bu_LMMA","fringing","fore reef","restriction",-0.777892450199402,-0.461496121979236,-0.570828909099745,-0.35653858945996,-0.0524424855408431,0.196783423340927,1.54556411476818,-0.394001642789904,-0.496493940771246,-0.124750417020394,0.540228396727128,0.150429472552058,0.114073449924774,0.011178758707814,0.058959921500347,0.125130000587879
"calcium.mg","Calcium","Fiji","Bua_LMMA","fringing","fore reef","restriction",0.572043695220907,0.596524762003685,-1.22182234323341,0.354763497896483,-0.0426465856727552,-0.728237351602556,-0.459745241574226,-0.201533316072478,-0.00841658040219852,-0.378968551610417,0.318145276334319,0.206406769457695,0.168400036232408,0.0238477289012263,0.0237388960536272,0.259461293020725
"calcium.mg","Calcium","Fiji","Bua_Tabu","fringing","fore reef","restriction",0.501283655467225,-0.661191838609779,-1.12423408150843,0.0277841162795125,1.22952247460201,-0.648268942115921,-0.456196324414644,-0.183506713642435,0.0141070895291032,-0.333274381692255,0.416989751456183,0.336657019057602,0.129168800661242,0.0286519728067218,0.043214123245495,0.0453183327727562
"calcium.mg","Calcium","Fiji","Dama_Open","patch","back reef","restriction",-0.863273168296994,-0.0503107329767827,-0.800526676762156,-0.0532431849044362,-0.0277682942413079,-0.131179978518134,-0.441792402762036,-0.218195237223274,-0.0970103917624177,-0.366031780205481,0.458554343260791,0.232527053329389,0.0269427171681101,0.0169850261067188,0.0287314481331101,0.236259412001882
"calcium.mg","Calcium","Fiji","Dama_Open","patch","fore reef","restriction",-0.964257853602606,-0.061646671019457,-0.727472799786046,0.23355372037608,0.858617189220068,-0.089692608182963,-0.441792402762036,-0.218195237223274,-0.0970103917624177,-0.366031780205481,0.458554343260791,0.232527053329389,0.0269427171681101,0.0169850261067188,0.0287314481331101,0.236259412001882
"calcium.mg","Calcium","Fiji","Dama_Tabu","patch","back reef","restriction",1.05725539638901,-0.932109307387223,-1.27675007028312,0.807147530937112,0.303160975779369,-0.282699070177021,-0.454421865834853,-0.174493419454756,0.025368924494754,-0.310427297982573,0.572182466584733,0.263869320394618,0.0248827313258874,0.0147402179780822,0.0304010399165092,0.0939242238001693
"calcium.mg","Calcium","Fiji","Dawa_LMMA","fringing","fore reef","restriction",-0.868580171278521,0.14428953675579,1.01208831587818,-0.539075817752608,0.949014081099013,-0.550563178645409,1.86134234655809,-0.125261240620845,0.430074708369077,-0.256439969718649,0.343276703941594,0.172535817066159,0.0598724851522626,0.0154017186318756,0.0509657500847552,0.357947525123353
