,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,varname,fg
"reeftype_x[0,5]",0.296,0.528,-0.694,1.369,0.017,0.012,938.0,1522.0,1.0,barrier,omnivore
"reeftype_x[1,0]",0.266,0.518,-0.71,1.259,0.019,0.013,760.0,1203.0,1.0,fringing,herbivore-detritivore
"reeftype_x[1,1]",0.219,0.522,-0.798,1.201,0.019,0.014,737.0,1547.0,1.0,fringing,herbivore-macroalgae
"reeftype_x[1,2]",0.409,0.535,-0.641,1.482,0.022,0.016,594.0,1036.0,1.01,fringing,invertivore-mobile
"reeftype_x[1,3]",0.152,0.519,-0.859,1.125,0.017,0.012,898.0,1685.0,1.0,fringing,piscivore
"reeftype_x[1,4]",-0.402,0.529,-1.417,0.657,0.019,0.013,778.0,1312.0,1.0,fringing,planktivore
"reeftype_x[1,5]",0.335,0.513,-0.647,1.328,0.017,0.012,947.0,1693.0,1.0,fringing,omnivore
"reeftype_x[2,0]",-0.017,0.645,-1.263,1.238,0.018,0.013,1309.0,1983.0,1.0,lagoon,herbivore-detritivore
"reeftype_x[2,1]",0.054,0.659,-1.264,1.291,0.017,0.012,1422.0,2011.0,1.0,lagoon,herbivore-macroalgae
"reeftype_x[2,2]",-0.663,0.655,-1.934,0.586,0.019,0.014,1133.0,1544.0,1.0,lagoon,invertivore-mobile
"reeftype_x[2,3]",0.207,0.64,-1.07,1.426,0.017,0.012,1396.0,1962.0,1.0,lagoon,piscivore
"reeftype_x[2,4]",0.713,0.708,-0.592,2.174,0.019,0.014,1354.0,1995.0,1.0,lagoon,planktivore
"reeftype_x[2,5]",-0.686,0.652,-1.943,0.568,0.017,0.012,1458.0,1961.0,1.0,lagoon,omnivore
"reeftype_x[3,0]",0.117,0.538,-0.899,1.152,0.018,0.013,869.0,1542.0,1.0,patch,herbivore-detritivore
"reeftype_x[3,1]",-0.174,0.538,-1.244,0.845,0.019,0.014,762.0,1552.0,1.0,patch,herbivore-macroalgae
"reeftype_x[3,2]",0.374,0.561,-0.738,1.454,0.022,0.016,654.0,1027.0,1.01,patch,invertivore-mobile
"reeftype_x[3,3]",-0.212,0.542,-1.261,0.795,0.018,0.013,895.0,1798.0,1.0,patch,piscivore
"reeftype_x[3,4]",0.239,0.544,-0.882,1.23,0.019,0.013,835.0,1528.0,1.0,patch,planktivore
"reeftype_x[3,5]",-0.193,0.527,-1.188,0.852,0.017,0.012,946.0,1700.0,1.0,patch,omnivore
