"country","year","project","tags","site","latitude","longitude","reef_type","reef_zone","reef_exposure","reef_slope","management","management_secondary","management_est_year","management_size","management_parties","management_compliance","management_rules","sample_date","transect_number","depth","fish_family","fish_genus","fish_taxon","size","biomass_kgha","trophic_group","functional_group"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Acanthuridae","Ctenochaetus","Ctenochaetus striatus",15,1.24,"omnivore","detritivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Acanthuridae","Ctenochaetus","Ctenochaetus striatus",20,5.98,"omnivore","detritivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Blenniidae","Meiacanthus","Meiacanthus mossambicus",7,0.04,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Blenniidae","Meiacanthus","Meiacanthus mossambicus",8,0.12,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Blenniidae","Meiacanthus","Meiacanthus mossambicus",10,0.12,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Caesioinidae","Caesio","Caesio varilineata",15,1.08,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Chaetodontidae","Chaetodon","Chaetodon auriga",14,1.46,"omnivore","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Chaetodontidae","Chaetodon","Chaetodon falcula",12,0.81,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Chaetodontidae","Chaetodon","Chaetodon lunula",14,2.58,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Chaetodontidae","Chaetodon","Chaetodon trifasciatus",10,1.4,"invertivore-sessile","corallivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Chaetodontidae","Chaetodon","Chaetodon trifasciatus",10,1.4,"invertivore-sessile","corallivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Chaetodontidae","Heniochus","Heniochus acuminatus",15,2.19,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Haemulidae","Diagramma","Diagramma labiosum",20,8.3,"invertivore-mobile","macro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Haemulidae","Diagramma","Diagramma labiosum",38,55.51,"invertivore-mobile","macro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Haemulidae","Plectorhinchus","Plectorhinchus gaterinus",20,4.45,"piscivore","pisci-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Haemulidae","Plectorhinchus","Plectorhinchus gaterinus",20,2.22,"piscivore","pisci-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Cheilinus","Cheilinus trilobatus",20,3.12,"invertivore-mobile","macro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Epibulus","Epibulus insidiator",10,0.34,"piscivore","pisci-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Epibulus","Epibulus insidiator",12,0.59,"piscivore","pisci-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Hemigymnus","Hemigymnus melapterus",15,1.33,"invertivore-mobile","macro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Labroides","Labroides dimidiatus",11,0.27,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Labroides","Labroides dimidiatus",11,0.27,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Stethojulis","Stethojulis strigiventer",10,0.29,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Labridae","Thalassoma","Thalassoma lunare",15,0.85,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Mullidae","Parupeneus","Parupeneus barberinus",30,6.57,"invertivore-mobile","macro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Nemipteridae","Scolopsis","Scolopsis vosmeri",15,2.33,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,0.5,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,1,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,1,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,5.02,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,0.5,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,1.51,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,1,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",10,0.5,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Abudefduf","Abudefduf sparoides",12,1.74,"omnivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus",8,0.67,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus",10,1.31,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus",10,0.88,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus",10,1.31,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus",10,0.88,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus",10,1.31,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Amblyglyphidodon","Amblyglyphidodon indicus",10,0.88,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Chromis","Chromis atripectoralis",7,1.24,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Chromis","Chromis viridis",6,0.15,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Chrysiptera","Chrysiptera unimaculata",5,0.04,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Chrysiptera","Chrysiptera unimaculata",6,0.31,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Neoglyphidodon","Neoglyphidodon melas",5,0.01,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Neoglyphidodon","Neoglyphidodon melas",5,0.01,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Neoglyphidodon","Neoglyphidodon melas",12,0.08,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Neoglyphidodon","Neoglyphidodon melas",12,0.08,"invertivore-mobile","micro-invertivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Neopomacentrus","Neopomacentrus azysron",7,0.85,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",8,1.8,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,1.6,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,0.96,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,1.6,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,1.6,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,1.6,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,3.19,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,3.19,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,1.28,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Plectroglyphidodon","Plectroglyphidodon lacrymatus",9,1.6,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Pomacentrus","Pomacentrus baenschi",8,0.15,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Pomacentrus","Pomacentrus caeruleus",7,0.11,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Pomacentrus","Pomacentrus pavo",5,0.05,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Pomacentrus","Pomacentrus pavo",7,1.4,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Pomacentrus","Pomacentrus pavo",7,0.14,"planktivore","planktivore"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Stegastes","Stegastes fasciolatus",8,1.58,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Stegastes","Stegastes fasciolatus",10,1.18,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Pomacentridae","Stegastes","Stegastes fasciolatus",11,0.58,"herbivore-detritivore","cropper/grazer"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Scaridae","Scarus","Scarus ghobban",25,5.18,"herbivore-detritivore","scraper"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Scaridae","Scarus","Scarus ghobban",30,8.97,"herbivore-detritivore","scraper"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Scaridae","Scarus","Scarus ghobban",35,42.85,"herbivore-detritivore","scraper"
"Madagascar",2016,"Madagascar WCS MACMON 2015-6","WCS Madagascar","Ambarinidada_11",-12.915278,48.606917,"fringing","fore reef","semi-exposed", ,"Ankarea restricted","WCS Madagascar",2013, ,"community/local government; government; NGO; private sector","low","gear restriction",2016-04-16,11,3,"Scaridae","Scarus","Scarus ghobban",35,14.28,"herbivore-detritivore","scraper"
