,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,varname,fg
"β0_c[1,3]",0.455,0.945,-1.3,2.397,0.034,0.024,792.0,1295.0,1.0,Madagascar,piscivore
"β0_c[1,4]",1.062,0.97,-0.779,2.944,0.049,0.035,386.0,697.0,1.0,Madagascar,planktivore
"β0_c[1,5]",-0.734,0.925,-2.573,1.008,0.039,0.027,570.0,1323.0,1.0,Madagascar,omnivore
"β0_c[2,0]",0.007,1.016,-1.885,2.096,0.046,0.033,484.0,1301.0,1.0,Solomon Islands,herbivore-detritivore
"β0_c[2,1]",-0.957,1.074,-3.041,1.122,0.043,0.03,634.0,1245.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_c[2,2]",0.375,1.043,-1.766,2.283,0.044,0.031,553.0,1176.0,1.0,Solomon Islands,invertivore-mobile
"β0_c[2,3]",0.19,1.039,-1.827,2.229,0.036,0.025,848.0,1493.0,1.0,Solomon Islands,piscivore
"β0_c[2,4]",1.325,1.036,-0.758,3.233,0.048,0.034,467.0,816.0,1.0,Solomon Islands,planktivore
"β0_c[2,5]",-0.581,1.038,-2.542,1.523,0.044,0.031,543.0,1334.0,1.0,Solomon Islands,omnivore
"β0_managenc[0,0]",0.089,0.989,-1.73,2.126,0.015,0.02,4284.0,2199.0,1.0,Fijino-take,herbivore-detritivore
"β0_managenc[0,1]",0.01,0.93,-1.741,1.825,0.014,0.018,4529.0,1916.0,1.0,Fijino-take,herbivore-macroalgae
"β0_managenc[0,2]",0.103,0.955,-1.804,1.951,0.014,0.019,4837.0,2193.0,1.0,Fijino-take,invertivore-mobile
"β0_managenc[0,3]",0.054,0.97,-1.753,1.978,0.015,0.019,4126.0,2048.0,1.0,Fijino-take,piscivore
"β0_managenc[0,4]",0.057,0.995,-1.865,1.986,0.013,0.022,5784.0,2011.0,1.01,Fijino-take,planktivore
"β0_managenc[0,5]",-0.003,0.999,-1.836,2.084,0.015,0.021,4557.0,2232.0,1.0,Fijino-take,omnivore
"β0_managenc[1,0]",-0.045,0.962,-1.941,1.738,0.013,0.019,5367.0,2280.0,1.0,Fijirestriction,herbivore-detritivore
"β0_managenc[1,1]",-0.027,0.99,-1.963,1.899,0.015,0.02,4502.0,2216.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_managenc[1,2]",-0.047,0.985,-2.064,1.796,0.016,0.019,3950.0,1913.0,1.0,Fijirestriction,invertivore-mobile
"β0_managenc[1,3]",-0.03,1.019,-2.105,1.897,0.015,0.023,4682.0,2004.0,1.0,Fijirestriction,piscivore
